timestamp,timesfm_p50_transactions,timesfm_q10_transactions,timesfm_q90_transactions,uncertainty_band,app_nodes_needed_q90,fraud_analysts_needed_q90,expected_utilization_p50,estimated_p95_latency_ms,downtime_risk_flag,load_index_vs_recent_7d,resource_action
2024-12-31 00:00:00,37.46667,29.52541,45.46594,15.940529,1,1,0.08325926868162437,91.18940873543026,low,-0.028641904,hold_shift_coverage
2024-12-31 01:00:00,37.494392,29.448212,45.621296,16.173084,1,1,0.0833208718037748,91.19125756658704,low,-0.027923202,hold_shift_coverage
2024-12-31 02:00:00,37.524036,29.445396,45.70213,16.256733,1,1,0.08338674738685324,91.19323628706341,low,-0.027154652,hold_shift_coverage
2024-12-31 03:00:00,37.553913,29.462536,45.714752,16.252216,1,1,0.08345314007333764,91.19523228046265,low,-0.026380071,hold_shift_coverage
2024-12-31 04:00:00,37.60224,29.52248,45.746292,16.223812,1,1,0.08356053651678388,91.19846468809305,low,-0.025127113,hold_shift_coverage
2024-12-31 05:00:00,37.631916,29.532902,45.78315,16.250248,1,1,0.08362647991670244,91.20045171212038,low,-0.024357773,hold_shift_coverage
2024-12-31 06:00:00,37.63766,29.532036,45.77914,16.247105,1,1,0.08363924643685636,91.20083659551332,low,-0.02420883,hold_shift_coverage
2024-12-31 07:00:00,37.64391,29.58641,45.735386,16.148975,1,1,0.08365313193487238,91.20125528707884,low,-0.024046833,hold_shift_coverage
2024-12-31 08:00:00,37.686474,29.590202,45.824936,16.234734,1,1,0.08374771947263962,91.20410943404428,low,-0.022943312,hold_shift_coverage
2024-12-31 09:00:00,37.70463,29.58107,45.864853,16.283783,1,1,0.08378807049251523,91.20532809207396,low,-0.022472551,hold_shift_coverage
2024-12-31 10:00:00,37.709232,29.591831,45.850155,16.258324,1,1,0.08379829388116439,91.20563695543909,low,-0.022353277,hold_shift_coverage
2024-12-31 11:00:00,37.688183,29.636805,45.771904,16.1351,1,1,0.08375151721568673,91.20422410374344,low,-0.022899006,hold_shift_coverage
2024-12-31 12:00:00,37.653763,29.624176,45.735638,16.111462,1,1,0.0836750282971284,91.2019156868127,low,-0.023791377,hold_shift_coverage
2024-12-31 13:00:00,37.64561,29.500164,45.833412,16.333248,1,1,0.08365691272370947,91.20136930303114,low,-0.024002723,hold_shift_coverage
2024-12-31 14:00:00,37.586407,29.492851,45.713867,16.221016,1,1,0.08352534805386294,91.1974050854918,low,-0.025537645,hold_shift_coverage
2024-12-31 15:00:00,37.53706,29.439034,45.665035,16.226002,1,1,0.08341568822337747,91.19410613369743,low,-0.02681701,hold_shift_coverage
2024-12-31 16:00:00,37.51004,29.449112,45.60486,16.155746,1,1,0.08335564488854996,91.19230183960623,low,-0.027517516,hold_shift_coverage
2024-12-31 17:00:00,37.481762,29.423927,45.568604,16.144676,1,1,0.08329280410906721,91.1904150131873,low,-0.028250657,hold_shift_coverage
2024-12-31 18:00:00,37.426632,29.293152,45.571136,16.277985,1,1,0.08317029298737764,91.18674105450016,low,-0.029679954,hold_shift_coverage
2024-12-31 19:00:00,37.42581,29.257914,45.58151,16.323595,1,1,0.08316847040979923,91.18668644253319,low,-0.029701218,hold_shift_coverage
2024-12-31 20:00:00,37.405373,29.280388,45.551277,16.27089,1,1,0.08312305008112413,91.18532588670125,low,-0.030231122,hold_shift_coverage
2024-12-31 21:00:00,37.43597,29.36567,45.50841,16.142742,1,1,0.08319104494045654,91.18736296172496,low,-0.029437847,hold_shift_coverage
2024-12-31 22:00:00,37.45027,29.41,45.530067,16.120068,1,1,0.08322282560716109,91.18831571501754,low,-0.029067073,hold_shift_coverage
2024-12-31 23:00:00,37.45132,29.361946,45.57774,16.215794,1,1,0.08322515681104045,91.18838561798722,low,-0.029039877,hold_shift_coverage
2025-01-01 00:00:00,37.281174,29.270058,45.32676,16.056702,1,1,0.08284705249601697,91.17707601616816,low,-0.03345109,hold_shift_coverage
2025-01-01 01:00:00,37.32703,29.157116,45.523872,16.366756,1,1,0.0829489557754129,91.18011850239596,low,-0.03226222,hold_shift_coverage
2025-01-01 02:00:00,37.365597,29.345871,45.38104,16.035168,1,1,0.0830346593071235,91.18268050426624,low,-0.031262346,hold_shift_coverage
2025-01-01 03:00:00,37.394024,29.312162,45.479324,16.167162,1,1,0.08309783069370187,91.18457079855764,low,-0.030525347,hold_shift_coverage
2025-01-01 04:00:00,37.426247,29.329536,45.533627,16.20409,1,1,0.08316943679977104,91.1867153994122,low,-0.029689943,hold_shift_coverage
2025-01-01 05:00:00,37.468914,29.4128,45.484222,16.071423,1,1,0.08326425321937371,91.18955827530617,low,-0.028583752,hold_shift_coverage
2025-01-01 06:00:00,37.483994,29.42419,45.53796,16.11377,1,1,0.0832977632155015,91.19056385599633,low,-0.028192801,hold_shift_coverage
2025-01-01 07:00:00,37.507156,29.384453,45.564518,16.180065,1,1,0.08334923619715795,91.1921093437049,low,-0.027592283,hold_shift_coverage
2025-01-01 08:00:00,37.52545,29.480497,45.55939,16.078894,1,1,0.08338989239281412,91.19333079737491,low,-0.027117962,hold_shift_coverage
2025-01-01 09:00:00,37.549847,29.451859,45.58615,16.134293,1,1,0.08344410347939071,91.19496050651125,low,-0.026485499,hold_shift_coverage
2025-01-01 10:00:00,37.533516,29.423672,45.588993,16.165321,1,1,0.0834078129928177,91.19386940265387,low,-0.026908888,hold_shift_coverage
2025-01-01 11:00:00,37.49771,29.400045,45.56165,16.161604,1,1,0.08332824688513862,91.1914790081406,low,-0.02783716,hold_shift_coverage
2025-01-01 12:00:00,37.468647,29.341022,45.5531,16.212078,1,1,0.08326365982202259,91.1895404724236,low,-0.028590674,hold_shift_coverage
2025-01-01 13:00:00,37.44142,29.294033,45.54163,16.247597,1,1,0.08320315872352423,91.18772607387866,low,-0.029296521,hold_shift_coverage
2025-01-01 14:00:00,37.4064,29.258184,45.522728,16.264544,1,1,0.0831253304223734,91.18539417432324,low,-0.030204518,hold_shift_coverage
2025-01-01 15:00:00,37.365276,29.263752,45.448627,16.184875,1,1,0.08303394723030216,91.18265920561386,low,-0.031270653,hold_shift_coverage
2025-01-01 16:00:00,37.314873,29.159569,45.448868,16.289299,1,1,0.08292193924172729,91.1793114795781,low,-0.032577414,hold_shift_coverage
2025-01-01 17:00:00,37.26975,29.171255,45.330727,16.159472,1,1,0.0828216635664944,91.17631862902662,low,-0.033747297,hold_shift_coverage
2025-01-01 18:00:00,37.243114,29.113316,45.324276,16.21096,1,1,0.08276247641927349,91.17455398545023,low,-0.034437813,hold_shift_coverage
2025-01-01 19:00:00,37.22927,29.121681,45.306744,16.185062,1,1,0.08273171300517085,91.17363733335128,low,-0.034796722,hold_shift_coverage
2025-01-01 20:00:00,37.217472,29.128468,45.29584,16.167374,1,1,0.08270549331935671,91.17285636583465,low,-0.035102617,hold_shift_coverage
2025-01-01 21:00:00,37.221203,29.115494,45.291016,16.175522,1,1,0.08271378392806225,91.17310327665892,low,-0.035005894,hold_shift_coverage
2025-01-01 22:00:00,37.22853,29.130947,45.334473,16.203526,1,1,0.08273006844679777,91.17358834128697,low,-0.034815907,hold_shift_coverage
2025-01-01 23:00:00,37.26655,29.193684,45.329075,16.135391,1,1,0.08281455127538606,91.17610650525931,low,-0.033830274,hold_shift_coverage
2025-01-02 00:00:00,37.4822,29.39957,45.573776,16.174206,1,1,0.08329377897614404,91.19044427211503,low,-0.028239284,hold_shift_coverage
2025-01-02 01:00:00,37.52448,29.414307,45.620876,16.20657,1,1,0.08338773073103507,91.19326583703598,low,-0.02714318,hold_shift_coverage
2025-01-02 02:00:00,37.536633,29.405094,45.645134,16.24004,1,1,0.08341473878761568,91.19407759216061,low,-0.026828086,hold_shift_coverage
2025-01-02 03:00:00,37.58621,29.443966,45.680607,16.23664,1,1,0.08352490724440212,91.19739181485554,low,-0.025542788,hold_shift_coverage
2025-01-02 04:00:00,37.609867,29.345081,45.78919,16.444107,1,1,0.08357748224971064,91.1989751368054,low,-0.024929414,hold_shift_coverage
2025-01-02 05:00:00,37.6803,29.54755,45.75629,16.20874,1,1,0.08373400351672391,91.20369533977232,low,-0.023103332,hold_shift_coverage
2025-01-02 06:00:00,37.707813,29.576576,45.765408,16.188831,1,1,0.08379514039809847,91.20554167973124,low,-0.022390068,hold_shift_coverage
2025-01-02 07:00:00,37.720745,29.59703,45.770485,16.173454,1,1,0.08382387778410232,91.20641006383286,low,-0.022054799,hold_shift_coverage
2025-01-02 08:00:00,37.73666,29.601276,45.790207,16.18893,1,1,0.0838592442662286,91.20747921503913,low,-0.02164219,hold_shift_coverage
2025-01-02 09:00:00,37.76082,29.57026,45.836155,16.265896,1,1,0.08391292977229418,91.20910311008912,low,-0.021015858,hold_shift_coverage
2025-01-02 10:00:00,37.744102,29.564066,45.84189,16.277822,1,1,0.08387578309811458,91.20797936467086,low,-0.021449236,hold_shift_coverage
2025-01-02 11:00:00,37.705956,29.518988,45.83522,16.316233,1,1,0.08379101204795573,91.20541695647289,low,-0.022438232,hold_shift_coverage
2025-01-02 12:00:00,37.690777,29.495739,45.81087,16.315132,1,1,0.08375728164709753,91.2043981668953,low,-0.022831753,hold_shift_coverage
2025-01-02 13:00:00,37.68243,29.540123,45.758175,16.218052,1,1,0.08373873374132278,91.20383814012274,low,-0.023048146,hold_shift_coverage
2025-01-02 14:00:00,37.639038,29.507305,45.707466,16.200161,1,1,0.0836423066717671,91.20092886468093,low,-0.024173127,hold_shift_coverage
2025-01-02 15:00:00,37.597157,29.461128,45.718895,16.257767,1,1,0.08354923653579771,91.19812436710973,low,-0.025258945,hold_shift_coverage
2025-01-02 16:00:00,37.5548,29.340979,45.705116,16.364138,1,1,0.08345510676170133,91.19529143255393,low,-0.026357127,hold_shift_coverage
2025-01-02 17:00:00,37.540943,29.361069,45.65171,16.290642,1,1,0.08342431791628363,91.19436557226543,low,-0.02671633,hold_shift_coverage
2025-01-02 18:00:00,37.482647,29.314949,45.592422,16.277473,1,1,0.08329477079743089,91.19047404028026,low,-0.028227713,hold_shift_coverage
2025-01-02 19:00:00,37.467857,29.417234,45.476162,16.058928,1,1,0.08326190506128431,91.18948782757316,low,-0.028611146,hold_shift_coverage
2025-01-02 20:00:00,37.45997,29.310116,45.54423,16.234116,1,1,0.08324437440811146,91.18896195471454,low,-0.028815672,hold_shift_coverage
2025-01-02 21:00:00,37.481354,29.328781,45.573837,16.245056,1,1,0.08329189705883051,91.19038779000152,low,-0.02826124,hold_shift_coverage
2025-01-02 22:00:00,37.47139,29.29094,45.6048,16.313862,1,1,0.08326975486052901,91.18972334010559,low,-0.028519565,hold_shift_coverage
2025-01-02 23:00:00,37.48266,29.297867,45.635292,16.337425,1,1,0.08329479622874594,91.19047480357169,low,-0.028227417,hold_shift_coverage
2025-01-03 00:00:00,37.929115,29.714176,46.071556,16.35738,1,1,0.08428692269138496,91.2204474850055,low,-0.016652608,hold_shift_coverage
2025-01-03 01:00:00,37.98724,29.801575,46.11469,16.313114,1,1,0.084416088340512,91.22437837719889,low,-0.015145675,hold_shift_coverage
2025-01-03 02:00:00,37.99012,29.81781,46.11706,16.299252,1,1,0.08442248855479899,91.22457332679801,low,-0.0150710065,hold_shift_coverage
2025-01-03 03:00:00,38.04574,29.853771,46.213554,16.359783,1,1,0.08454608474593057,91.22834123750904,low,-0.013629051,hold_shift_coverage
2025-01-03 04:00:00,38.090054,29.937542,46.157608,16.220066,1,1,0.08464456327490011,91.23134776046983,low,-0.012480135,hold_shift_coverage
2025-01-03 05:00:00,38.138493,29.899302,46.283165,16.383863,1,1,0.08475220555439181,91.23463845450428,low,-0.011224308,hold_shift_coverage
2025-01-03 06:00:00,38.14996,29.938095,46.2938,16.355705,1,1,0.08477768773206955,91.23541813458243,low,-0.010927016,hold_shift_coverage
2025-01-03 07:00:00,38.19634,30.060883,46.268368,16.207485,1,1,0.08488075237485267,91.23857424146442,low,-0.009724596,hold_shift_coverage
2025-01-03 08:00:00,38.192173,30.016361,46.25489,16.23853,1,1,0.08487149537617532,91.23829059572205,low,-0.009832594,hold_shift_coverage
2025-01-03 09:00:00,38.17995,29.98832,46.313026,16.324707,1,1,0.08484433473170443,91.23745855680667,low,-0.010149468,hold_shift_coverage
2025-01-03 10:00:00,38.174362,29.979118,46.272156,16.293037,1,1,0.08483191577285616,91.23707821213823,low,-0.010294355,hold_shift_coverage
2025-01-03 11:00:00,38.15959,29.994915,46.252945,16.25803,1,1,0.08479909242223466,91.23607325472032,low,-0.010677295,hold_shift_coverage
2025-01-03 12:00:00,38.132538,29.900593,46.271133,16.37054,1,1,0.084738972793462,91.23423367244482,low,-0.011378691,hold_shift_coverage
2025-01-03 13:00:00,38.108025,29.92841,46.227333,16.298923,1,1,0.08468449891662994,91.23256808207898,low,-0.012014219,hold_shift_coverage
2025-01-03 14:00:00,38.07087,29.87888,46.20543,16.32655,1,1,0.08460193191377523,91.2300457639239,low,-0.0129775,hold_shift_coverage
2025-01-03 15:00:00,38.0173,29.791006,46.18259,16.391584,1,1,0.08448288792803715,91.22641388364156,low,-0.014366347,hold_shift_coverage
2025-01-03 16:00:00,37.993023,29.810509,46.133423,16.322914,1,1,0.08442893963171608,91.22476984211788,low,-0.0149957435,hold_shift_coverage
2025-01-03 17:00:00,37.976063,29.840897,46.066395,16.225498,1,1,0.08439125042281545,91.22362197180033,low,-0.015435452,hold_shift_coverage
2025-01-03 18:00:00,37.912704,29.77198,46.021046,16.249065,1,1,0.08425045418560663,91.21933883923793,low,-0.017078074,hold_shift_coverage
2025-01-03 19:00:00,37.904476,29.726574,46.032333,16.30576,1,1,0.08423216907008736,91.2187831687698,low,-0.0172914,hold_shift_coverage
2025-01-03 20:00:00,37.883675,29.748497,45.948544,16.200047,1,1,0.08418594341643575,91.21737899868204,low,-0.0178307,hold_shift_coverage
2025-01-03 21:00:00,37.90608,29.808008,45.93742,16.129412,1,1,0.08423572945419404,91.21889135567771,low,-0.017249862,hold_shift_coverage
2025-01-03 22:00:00,37.90932,29.795595,45.970963,16.175367,1,1,0.08424293499345754,91.21911032076349,low,-0.017165799,hold_shift_coverage
2025-01-03 23:00:00,37.91273,29.757122,46.07942,16.322296,1,1,0.08425051352534174,91.21934064274241,low,-0.01707738,hold_shift_coverage
2025-01-04 00:00:00,38.514053,30.442505,46.55978,16.117275,1,1,0.08558678502031061,91.26030824609808,low,-0.0014875482,hold_shift_coverage
2025-01-04 01:00:00,38.54916,30.458738,46.63567,16.176931,1,1,0.0856647998177718,91.26272195018942,low,-0.0005773756,hold_shift_coverage
2025-01-04 02:00:00,38.56997,30.424103,46.67619,16.252087,1,1,0.08571104242563345,91.26415379470888,low,-3.787853e-05,hold_shift_coverage
2025-01-04 03:00:00,38.59223,30.397787,46.715996,16.318209,1,1,0.08576051481050614,91.2656865863687,low,0.0005392993,hold_shift_coverage
2025-01-04 04:00:00,38.64005,30.453718,46.74602,16.292303,1,1,0.08586677532188025,91.26898212088663,low,0.0017790052,hold_shift_coverage
2025-01-04 05:00:00,38.67948,30.430283,46.868324,16.438042,1,1,0.08595440315642945,91.27170316401107,low,0.0028013298,hold_shift_coverage
2025-01-04 06:00:00,38.705395,30.53309,46.81663,16.28354,1,1,0.08601198813080235,91.27349297056718,low,0.0034731545,hold_shift_coverage
2025-01-04 07:00:00,38.73841,30.55912,46.86865,16.309528,1,1,0.08608535747471482,91.27577528357978,low,0.00432913,hold_shift_coverage
2025-01-04 08:00:00,38.758633,30.591969,46.854362,16.262394,1,1,0.08613029460840403,91.27717420793365,low,0.0048533967,hold_shift_coverage
2025-01-04 09:00:00,38.773903,30.659813,46.812653,16.15284,1,1,0.08616422845978262,91.27823112461759,low,0.0052492917,hold_shift_coverage
2025-01-04 10:00:00,38.764423,30.548225,46.90064,16.352413,1,1,0.08614316285381815,91.2775749533117,low,0.0050035263,hold_shift_coverage
2025-01-04 11:00:00,38.742847,30.477224,46.97313,16.495905,1,1,0.08609521634784831,91.27608212841969,low,0.0044441503,hold_shift_coverage
2025-01-04 12:00:00,38.728302,30.60662,46.793396,16.186775,1,1,0.08606289314642274,91.2750762544196,low,0.0040670466,hold_shift_coverage
2025-01-04 13:00:00,38.69832,30.731087,46.68274,15.951653,1,1,0.0859962631009979,91.27300408787059,low,0.0032896958,hold_shift_coverage
2025-01-04 14:00:00,38.64941,30.551888,46.721397,16.16951,1,1,0.08588757813758924,91.26962781916951,low,0.0020217048,hold_shift_coverage
2025-01-04 15:00:00,38.613224,30.44133,46.75103,16.3097,1,1,0.08580716431940856,91.26713280875944,low,0.0010835435,hold_shift_coverage
2025-01-04 16:00:00,38.548405,30.3994,46.67349,16.274088,1,1,0.08566312135097866,91.26266999455004,low,-0.0005969577,hold_shift_coverage
2025-01-04 17:00:00,38.540714,30.393955,46.664284,16.270329,1,1,0.08564603150726663,91.2621410554211,low,-0.00079633924,hold_shift_coverage
2025-01-04 18:00:00,38.49781,30.355246,46.62132,16.266073,1,1,0.08555068950715299,91.25919230356196,low,-0.0019086625,hold_shift_coverage
2025-01-04 19:00:00,38.483093,30.314165,46.607765,16.2936,1,1,0.0855179848360017,91.2581816407027,low,-0.002290217,hold_shift_coverage
2025-01-04 20:00:00,38.48185,30.31743,46.633236,16.315805,1,1,0.08551522129976652,91.25809625942995,low,-0.0023224582,hold_shift_coverage
2025-01-04 21:00:00,38.49007,30.382595,46.573975,16.19138,1,1,0.08553348946107575,91.25866072259146,low,-0.0021093297,hold_shift_coverage
2025-01-04 22:00:00,38.476738,30.34188,46.59616,16.25428,1,1,0.08550386197904523,91.25774533760956,low,-0.0024549835,hold_shift_coverage
2025-01-04 23:00:00,38.489166,30.345339,46.629368,16.284029,1,1,0.08553148038718698,91.25859863824935,low,-0.002132769,hold_shift_coverage
2025-01-05 00:00:00,38.53437,30.437973,46.62811,16.190136,1,1,0.08563193408162521,91.26170482049001,low,-0.0009608092,hold_shift_coverage
2025-01-05 01:00:00,38.565544,30.434023,46.68394,16.249918,1,1,0.08570120898381502,91.2638492433245,low,-0.000152602,hold_shift_coverage
2025-01-05 02:00:00,38.564503,30.424356,46.7218,16.297445,1,1,0.08569889473414569,91.26377757431884,low,-0.00017960159,hold_shift_coverage
2025-01-05 03:00:00,38.628845,30.413862,46.829845,16.415983,1,1,0.08584187806444861,91.26820956146928,low,0.0014885372,hold_shift_coverage
2025-01-05 04:00:00,38.66731,30.5389,46.78758,16.248678,1,1,0.08592735271432377,91.27086286063619,low,0.0024857414,hold_shift_coverage
2025-01-05 05:00:00,38.732956,30.6202,46.81937,16.199171,1,1,0.08607323521454212,91.27539804669014,low,0.004187704,hold_shift_coverage
2025-01-05 06:00:00,38.73453,30.558754,46.862186,16.303432,1,1,0.08607673625891368,91.27550699092319,low,0.0042285495,hold_shift_coverage
2025-01-05 07:00:00,38.745228,30.575874,46.880684,16.30481,1,1,0.08610050606137822,91.27624677993347,low,0.004505864,hold_shift_coverage
2025-01-05 08:00:00,38.79079,30.604742,46.937695,16.332952,1,1,0.08620175660368794,91.2794005238064,low,0.00568712,hold_shift_coverage
2025-01-05 09:00:00,38.7835,30.656689,46.86408,16.20739,1,1,0.08618555685600258,91.27889566136578,low,0.005498123,hold_shift_coverage
2025-01-05 10:00:00,38.771988,30.635443,46.825523,16.19008,1,1,0.08615997295306464,91.27809855586713,low,0.0051996442,hold_shift_coverage
2025-01-05 11:00:00,38.75727,30.591255,46.863083,16.271828,1,1,0.08612726828191336,91.27707997105603,low,0.00481809,hold_shift_coverage
2025-01-05 12:00:00,38.749077,30.557735,46.90107,16.343334,1,1,0.08610905946033924,91.27651304286427,low,0.004605653,hold_shift_coverage
2025-01-05 13:00:00,38.73966,30.56791,46.89505,16.32714,1,1,0.08608812948805503,91.27586155504993,low,0.00436147,hold_shift_coverage
2025-01-05 14:00:00,38.67049,30.572205,46.796585,16.22438,1,1,0.08593442261990701,91.2710824543064,low,0.0025682237,hold_shift_coverage
2025-01-05 15:00:00,38.617523,30.48523,46.721596,16.236366,1,1,0.08581671801676147,91.26742909804987,low,0.0011950033,hold_shift_coverage
2025-01-05 16:00:00,38.602833,30.492447,46.69361,16.201164,1,1,0.0857840726853453,91.26641681660647,low,0.0008141411,hold_shift_coverage
2025-01-05 17:00:00,38.569355,30.509851,46.60277,16.09292,1,1,0.08570967761172589,91.26411152277991,low,-5.380136e-05,hold_shift_coverage
2025-01-05 18:00:00,38.548126,30.457315,46.579712,16.122396,1,1,0.0856625025223125,91.26265083947057,low,-0.00060417736,hold_shift_coverage
2025-01-05 19:00:00,38.515965,30.365261,46.646935,16.281673,1,1,0.08559103204992358,91.26043958291957,low,-0.0014379995,hold_shift_coverage
2025-01-05 20:00:00,38.51172,30.304667,46.70864,16.403975,1,1,0.0855815970320409,91.26014782042654,low,-0.0015480748,hold_shift_coverage
2025-01-05 21:00:00,38.492443,30.453339,46.54157,16.08823,1,1,0.08553876222039564,91.2588236688741,low,-0.0020478142,hold_shift_coverage
2025-01-05 22:00:00,38.515743,30.478216,46.55178,16.073565,1,1,0.08559054037783266,91.26042437789069,low,-0.0014437357,hold_shift_coverage
2025-01-05 23:00:00,38.54574,30.49767,46.597523,16.099854,1,1,0.08565719585457256,91.26248658435351,low,-0.0006660885,hold_shift_coverage
2025-01-06 00:00:00,38.007973,29.948282,46.092335,16.144053,1,1,0.08446216140627333,91.22578211884226,low,-0.014608157,hold_shift_coverage
2025-01-06 01:00:00,38.042847,29.912384,46.208717,16.296333,1,1,0.08453965910032854,91.22814519807461,low,-0.013704017,hold_shift_coverage
2025-01-06 02:00:00,38.08392,30.013887,46.13044,16.116552,1,1,0.08463093209003456,91.2309313744968,low,-0.012639165,hold_shift_coverage
2025-01-06 03:00:00,38.124916,29.93959,46.27188,16.33229,1,1,0.08472203553764027,91.23371567359854,low,-0.011576292,hold_shift_coverage
2025-01-06 04:00:00,38.153072,30.067295,46.254524,16.18723,1,1,0.08478460504976251,91.23562982875875,low,-0.010846314,hold_shift_coverage
2025-01-06 05:00:00,38.183804,30.107222,46.215576,16.108355,1,1,0.08485289660777047,91.2377208096164,low,-0.01004958,hold_shift_coverage
2025-01-06 06:00:00,38.21395,30.033754,46.334656,16.300901,1,1,0.084919891168711,91.23977387799923,low,-0.0092679765,hold_shift_coverage
2025-01-06 07:00:00,38.23118,30.110321,46.30117,16.19085,1,1,0.08495817377496274,91.24094786020201,low,-0.008821346,hold_shift_coverage
2025-01-06 08:00:00,38.263443,30.163544,46.344185,16.180641,1,1,0.08502987312918708,91.24314817311905,low,-0.007984853,hold_shift_coverage
2025-01-06 09:00:00,38.27035,30.080166,46.414383,16.334217,1,1,0.08504522516637085,91.24361956250307,low,-0.007805746,hold_shift_coverage
2025-01-06 10:00:00,38.275562,30.128859,46.366554,16.237696,1,1,0.08505680489182255,91.24397518374094,low,-0.0076706493,hold_shift_coverage
2025-01-06 11:00:00,38.236767,30.133968,46.27676,16.142792,1,1,0.08497059273381101,91.241328827558,low,-0.008676458,hold_shift_coverage
2025-01-06 12:00:00,38.21721,30.086649,46.315525,16.228876,1,1,0.08492713061639458,91.23999583975115,low,-0.009183516,hold_shift_coverage
2025-01-06 13:00:00,38.193596,30.182741,46.20463,16.02189,1,1,0.08487465733634625,91.23838747821586,low,-0.009795704,hold_shift_coverage
2025-01-06 14:00:00,38.14046,30.006783,46.249786,16.243004,1,1,0.08475657974058,91.23477227347284,low,-0.011173276,hold_shift_coverage
2025-01-06 15:00:00,38.08492,29.99873,46.162415,16.163685,1,1,0.08463315309154873,91.23099921344958,low,-0.012613254,hold_shift_coverage
2025-01-06 16:00:00,38.066162,29.977438,46.12113,16.143694,1,1,0.08459147116618562,91.22972639439944,low,-0.013099543,hold_shift_coverage
2025-01-06 17:00:00,38.017506,29.921238,46.110035,16.188797,1,1,0.08448334569170801,91.22642783865372,low,-0.014361006,hold_shift_coverage
2025-01-06 18:00:00,37.989555,29.912708,46.050365,16.137657,1,1,0.08442123394325664,91.22453511023122,low,-0.015085643,hold_shift_coverage
2025-01-06 19:00:00,37.9568,29.904257,45.959175,16.054918,1,1,0.08434844104248523,91.2223188443358,low,-0.015934894,hold_shift_coverage
2025-01-06 20:00:00,37.94661,29.91047,45.967556,16.057087,1,1,0.08432579869498781,91.22162990010253,low,-0.016199054,hold_shift_coverage
2025-01-06 21:00:00,37.951332,29.945791,45.956997,16.011206,1,1,0.08433629335099747,91.22194919826524,low,-0.016076617,hold_shift_coverage
2025-01-06 22:00:00,37.972385,29.878471,46.065636,16.187164,1,1,0.08438307849358014,91.22337316021044,low,-0.01553079,hold_shift_coverage
2025-01-06 23:00:00,37.979977,29.86214,46.100216,16.238075,1,1,0.08439994793256175,91.22388681491127,low,-0.01533398,hold_shift_coverage
