timestamp,timesfm_p50_visitors,timesfm_q10_visitors,timesfm_q90_visitors,uncertainty_band,servers_needed_q90,autoscale_delta,autoscale_action,expected_utilization_p50,estimated_p95_latency_ms,downtime_risk_flag
1995-09-01 00:00:00,2157.6492,1662.7368,2690.3704,1027.6335,1,-1,scale_down,0.35960819492704443,147.40301977846582,low
1995-09-01 01:00:00,2020.9231,1493.9563,2638.3455,1144.3892,1,-1,scale_down,0.33682051589438405,143.72739874423598,low
1995-09-01 02:00:00,1782.4829,1193.6625,2459.1436,1265.4811,1,-1,scale_down,0.2970804849765282,138.00099126874434,low
1995-09-01 03:00:00,1633.2954,983.2897,2404.657,1421.3673,1,-1,scale_down,0.272215901647339,134.85193461314805,low
1995-09-01 04:00:00,1498.4863,875.03015,2300.1035,1425.0734,1,-1,scale_down,0.24974772131254203,132.2878732720377,low
1995-09-01 05:00:00,1527.6996,882.5476,2374.007,1491.4595,1,-1,scale_down,0.2546165974510535,132.8210652481172,low
1995-09-01 06:00:00,1892.6365,1188.7765,2822.582,1633.8055,1,-1,scale_down,0.3154394123823226,140.53943292988106,low
1995-09-01 07:00:00,2773.0852,1991.4708,3829.1318,1837.661,1,-1,scale_down,0.4621808674359907,167.59481765871575,low
1995-09-01 08:00:00,3697.3179,2851.1628,4790.077,1938.9143,2,0,hold,0.30810982256547,139.50408336287552,low
1995-09-01 09:00:00,4433.7666,3520.3784,5606.507,2086.1284,2,0,hold,0.36948055009941827,149.08538570305063,low
1995-09-01 10:00:00,4860.926,3897.6714,6074.0127,2176.3413,2,0,hold,0.40507714840374354,155.60872181759748,low
1995-09-01 11:00:00,4951.1504,3988.2532,6205.611,2217.3577,2,0,hold,0.41259586585103364,157.07900457843363,low
1995-09-01 12:00:00,5027.7754,4145.184,6165.823,2020.6392,2,0,hold,0.4189812825171682,158.35319212308187,low
1995-09-01 13:00:00,4910.4434,4042.1147,6083.385,2041.27,2,0,hold,0.4092036132471497,156.4116332440307,low
1995-09-01 14:00:00,4748.583,3917.1094,5894.343,1977.2334,2,0,hold,0.3957152506180654,153.8232613691868,low
1995-09-01 15:00:00,4643.3105,3900.8418,5748.1426,1847.3008,2,0,hold,0.3869425455406714,152.19553258006863,low
1995-09-01 16:00:00,3902.2085,3218.5742,4952.052,1733.4775,2,0,hold,0.32518404131404716,141.96127958622787,low
1995-09-01 17:00:00,2938.434,2346.212,3921.2373,1575.0254,2,0,hold,0.2448695068155317,131.76602325325698,low
1995-09-01 18:00:00,2262.4644,1724.4419,3193.5718,1469.1299,1,-1,scale_down,0.3770773925152787,150.41728434133532,low
1995-09-01 19:00:00,2004.9473,1464.6855,2858.4517,1393.7661,1,-1,scale_down,0.33415787754847365,143.31670060775951,low
1995-09-01 20:00:00,2044.0897,1471.2349,2921.0002,1449.7654,1,-1,scale_down,0.3406816202231676,144.32990968492246,low
1995-09-01 21:00:00,2240.6428,1663.3289,3130.1704,1466.8416,1,-1,scale_down,0.3734404703153641,149.77559076381544,low
1995-09-01 22:00:00,2467.1855,1854.5216,3392.319,1537.7975,1,-1,scale_down,0.41119759107730036,156.80311543392304,low
1995-09-01 23:00:00,2680.8877,2067.3315,3625.2722,1557.9407,1,-1,scale_down,0.44681461581094756,164.18283347596642,low
1995-09-02 00:00:00,1927.4407,1297.5431,2888.072,1590.5289,1,-1,scale_down,0.32124011225114746,141.37956377783638,low
1995-09-02 01:00:00,1859.7582,1095.8645,2901.6318,1805.7673,1,-1,scale_down,0.30995969640016297,139.76263488014123,low
1995-09-02 02:00:00,1687.7633,983.54407,2681.9578,1698.4137,1,-1,scale_down,0.2812938842304614,135.9634216863823,low
1995-09-02 03:00:00,1574.8177,852.35876,2637.3567,1784.9979,1,-1,scale_down,0.2624696247934946,133.70715295159,low
1995-09-02 04:00:00,1343.594,618.70044,2413.21,1794.5095,1,-1,scale_down,0.22393233231944876,129.665633319695,low
1995-09-02 05:00:00,1161.1553,529.6875,2206.2878,1676.6003,1,-1,scale_down,0.19352587887399567,127.01131137160796,low
1995-09-02 06:00:00,1101.3374,485.1577,2106.507,1621.3494,1,-1,scale_down,0.18355623369336563,126.24116194312028,low
1995-09-02 07:00:00,1367.7755,733.541,2425.1528,1691.6118,1,-1,scale_down,0.22796258541122497,130.05247983047155,low
1995-09-02 08:00:00,1513.6665,837.3722,2612.6868,1775.3146,1,-1,scale_down,0.2522777506089954,132.56339568231112,low
1995-09-02 09:00:00,1658.3025,966.0923,2792.2764,1826.1841,1,-1,scale_down,0.27638374832633184,135.3568044239907,low
1995-09-02 10:00:00,1783.4482,1069.7681,2917.7822,1848.0142,1,-1,scale_down,0.29724137364837644,138.02244543026964,low
1995-09-02 11:00:00,1787.0382,1156.233,2862.5154,1706.2823,1,-1,scale_down,0.29783970128499543,138.10235347083835,low
1995-09-02 12:00:00,1808.3752,1219.8835,2855.2256,1635.342,1,-1,scale_down,0.30139587397320483,138.58127084675777,low
1995-09-02 13:00:00,1846.2794,1281.5928,2836.3618,1554.769,1,-1,scale_down,0.30771323643959986,139.44889535799342,low
1995-09-02 14:00:00,2006.8105,1462.6877,3009.6086,1546.9209,1,-1,scale_down,0.3344684244234219,143.36439939629904,low
1995-09-02 15:00:00,2179.3982,1644.8232,3172.5354,1527.7122,1,-1,scale_down,0.36323303216602365,148.01438464734667,low
1995-09-02 16:00:00,1996.1348,1495.3657,2962.7764,1467.4106,1,-1,scale_down,0.33268912754871843,143.09182650483478,low
1995-09-02 17:00:00,1731.5292,1249.3413,2653.2803,1403.939,1,-1,scale_down,0.2885881957526832,136.88830977855915,low
1995-09-02 18:00:00,1693.6611,1213.6106,2598.3174,1384.7068,1,-1,scale_down,0.28227685542170383,136.08640296403047,low
1995-09-02 19:00:00,1850.9121,1367.6831,2705.5537,1337.8706,1,-1,scale_down,0.30848535151108575,139.55641973369066,low
1995-09-02 20:00:00,2025.8975,1454.0605,2926.973,1472.9124,1,-1,scale_down,0.3376495767666417,143.8560759778481,low
1995-09-02 21:00:00,2251.3079,1606.8706,3202.4336,1595.563,1,-1,scale_down,0.37521797682548447,150.08827919018142,low
1995-09-02 22:00:00,2552.3613,1849.4104,3543.3423,1693.9319,1,-1,scale_down,0.42539355461660106,159.6564048661973,low
1995-09-02 23:00:00,2726.8464,1997.4167,3760.9912,1763.5745,1,-1,scale_down,0.4544744058487334,165.86634096004406,low
1995-09-03 00:00:00,2559.552,1802.2322,3630.748,1828.5159,1,-1,scale_down,0.4265920002544221,159.90260998904375,low
1995-09-03 01:00:00,2179.8357,1443.273,3244.451,1801.178,1,-1,scale_down,0.36330594883267814,148.02675828931746,low
1995-09-03 02:00:00,1835.3774,1083.0316,2903.1108,1820.0792,1,-1,scale_down,0.3058962401833923,139.19713654126753,low
1995-09-03 03:00:00,1591.912,860.5404,2624.6233,1764.0829,1,-1,scale_down,0.26531866450656144,134.03661905752023,low
1995-09-03 04:00:00,1332.5513,582.09326,2415.8003,1833.707,1,-1,scale_down,0.222091878218193,129.49172696943083,low
1995-09-03 05:00:00,1078.2981,458.5735,2061.284,1602.7104,1,-1,scale_down,0.17971634925390143,125.95752729915642,low
1995-09-03 06:00:00,1074.6239,435.8485,2082.6555,1646.807,1,-1,scale_down,0.17910398353134724,125.91295927190077,low
1995-09-03 07:00:00,1137.8258,556.3463,2117.595,1561.2487,1,-1,scale_down,0.18963763424573746,126.70513168132157,low
1995-09-03 08:00:00,1233.6409,638.23364,2276.1726,1637.939,1,-1,scale_down,0.20560681148916968,128.01043026413961,low
1995-09-03 09:00:00,1480.4963,788.4341,2597.2117,1808.7776,1,-1,scale_down,0.24674938960731257,131.96566223289696,low
1995-09-03 10:00:00,1646.0427,958.87915,2752.4304,1793.5513,1,-1,scale_down,0.27434045405583907,135.10814084193066,low
1995-09-03 11:00:00,1738.4884,1104.9614,2764.8347,1659.8733,1,-1,scale_down,0.2897480671717607,137.0379975973478,low
1995-09-03 12:00:00,1873.5082,1289.0416,2866.707,1577.6654,1,-1,scale_down,0.3122513630664477,140.0855117905146,low
1995-09-03 13:00:00,1939.7784,1373.917,2903.7178,1529.8008,1,-1,scale_down,0.32329640700991935,141.68179728767592,low
1995-09-03 14:00:00,1981.1359,1403.6702,2946.5737,1542.9036,1,-1,scale_down,0.33018931065460383,142.71182164475204,low
1995-09-03 15:00:00,2167.7898,1644.2551,3080.8906,1436.6355,1,-1,scale_down,0.3612982990934294,147.68715712938,low
1995-09-03 16:00:00,2088.9429,1587.3486,3016.955,1429.6064,1,-1,scale_down,0.34815714512426543,145.51990394887204,low
1995-09-03 17:00:00,1819.1985,1323.6226,2691.0337,1367.4111,1,-1,scale_down,0.30319974767082086,138.8268120117813,low
1995-09-03 18:00:00,1687.0425,1221.1997,2496.2578,1275.0581,1,-1,scale_down,0.2811737466979294,135.94842636479012,low
1995-09-03 19:00:00,1676.847,1161.398,2518.6533,1357.2554,1,-1,scale_down,0.2794745076031605,135.73715372726934,low
1995-09-03 20:00:00,1752.342,1228.4172,2568.7703,1340.353,1,-1,scale_down,0.2920570067872613,137.33812516468862,low
1995-09-03 21:00:00,1867.4321,1314.6697,2687.4155,1372.7458,1,-1,scale_down,0.31123868809916855,139.94248230119982,low
1995-09-03 22:00:00,1988.7422,1409.4446,2851.5925,1442.148,1,-1,scale_down,0.33145703119475717,142.90410191489005,low
1995-09-03 23:00:00,1758.3046,1189.2844,2599.9382,1410.6538,1,-1,scale_down,0.2930507608561061,137.46817866346868,low
1995-09-04 00:00:00,2065.236,1509.627,2915.1335,1405.5066,1,-1,scale_down,0.34420601394002814,144.88708016971452,low
1995-09-04 01:00:00,1593.8643,1046.3004,2391.5046,1345.2042,1,-1,scale_down,0.26564404292447596,134.0745178704054,low
1995-09-04 02:00:00,1364.0603,907.8535,2121.8623,1214.0088,1,-1,scale_down,0.2273433837511719,129.9925067728734,low
1995-09-04 03:00:00,1198.2551,700.635,1949.8042,1249.1692,1,-1,scale_down,0.19970918779223595,127.5136169027921,low
1995-09-04 04:00:00,966.2688,534.8318,1667.846,1133.0142,1,-1,scale_down,0.1610447997778467,124.68011043064423,low
1995-09-04 05:00:00,990.42395,622.7521,1663.553,1040.8009,1,-1,scale_down,0.16507065833837364,124.94136678150875,low
1995-09-04 06:00:00,1260.552,874.45776,1957.3615,1082.9037,1,-1,scale_down,0.21009200029050548,128.3999032366844,low
1995-09-04 07:00:00,1805.3658,1321.349,2582.3325,1260.9835,1,-1,scale_down,0.300894307404278,138.513310502896,low
1995-09-04 08:00:00,2498.5935,1940.6067,3370.3188,1429.7122,1,-1,scale_down,0.4164322509071571,157.84172558665108,low
1995-09-04 09:00:00,3094.6304,2463.7898,4085.9521,1622.1624,2,0,hold,0.257885864236322,133.18602607340458,low
1995-09-04 10:00:00,3462.0256,2746.4385,4481.1016,1734.6631,2,0,hold,0.2885021362064269,136.87723202639623,low
1995-09-04 11:00:00,3770.3008,3112.7612,4775.545,1662.7837,2,0,hold,0.3141917317446507,140.36112651008827,low
1995-09-04 12:00:00,4135.958,3507.0667,5081.4824,1574.4158,2,0,hold,0.3446631672889864,144.95985581317356,low
1995-09-04 13:00:00,4228.2026,3571.587,5188.144,1616.5571,2,0,hold,0.3523502196972,146.2009688344796,low
1995-09-04 14:00:00,4202.3745,3574.6416,5204.2676,1629.626,2,0,hold,0.35019787594737933,145.85014983661858,low
1995-09-04 15:00:00,4393.1562,3782.2654,5339.0703,1556.8049,2,0,hold,0.36609635413615865,148.50251851680156,low
1995-09-04 16:00:00,3819.7866,3244.334,4691.9907,1447.6567,2,0,hold,0.3183155517312862,140.95369575685203,low
1995-09-04 17:00:00,2961.685,2479.0664,3713.3818,1234.3154,1,-1,scale_down,0.4936141763500226,175.00803364026098,low
1995-09-04 18:00:00,2396.9946,2030.0391,3016.9343,986.89526,1,-1,scale_down,0.3994991047511251,154.53887048977722,low
1995-09-04 19:00:00,2082.6377,1725.7378,2675.9666,950.22876,1,-1,scale_down,0.34710628249423225,145.35074877569045,low
1995-09-04 20:00:00,2080.3118,1728.478,2644.9697,916.4917,1,-1,scale_down,0.34671862787190105,145.28850371824203,low
1995-09-04 21:00:00,2091.832,1792.8059,2614.864,822.0581,1,-1,scale_down,0.3486386718168935,145.5976193424182,low
1995-09-04 22:00:00,2171.123,1734.9342,2754.875,1019.9408,1,-1,scale_down,0.3618538410855243,147.78090308641427,low
1995-09-04 23:00:00,1983.5831,1530.6409,2554.474,1023.83325,1,-1,scale_down,0.33059718825870255,142.7735896097488,low
1995-09-05 00:00:00,1710.8567,1287.7065,2322.7915,1035.085,1,-1,scale_down,0.28514278152799705,136.4479049600492,low
1995-09-05 01:00:00,1374.1514,983.999,1891.6536,907.65454,1,-1,scale_down,0.22902522782641244,130.15585894714476,low
1995-09-05 02:00:00,1178.6732,761.1394,1779.159,1018.01965,1,-1,scale_down,0.19644553626283198,127.2461298278961,low
1995-09-05 03:00:00,1113.1394,741.9563,1724.4795,982.5232,1,-1,scale_down,0.1855232340185586,126.38924617666035,low
1995-09-05 04:00:00,943.9492,558.444,1550.3413,991.89734,1,-1,scale_down,0.15732486976544585,124.44557136067566,low
1995-09-05 05:00:00,1030.2521,647.84705,1664.8413,1016.99426,1,-1,scale_down,0.17170867917060062,125.38910062161345,low
1995-09-05 06:00:00,1426.9191,1046.2277,2066.8865,1020.6588,1,-1,scale_down,0.23781984452416544,131.03364858555656,low
1995-09-05 07:00:00,2115.867,1663.7153,2803.1003,1139.385,1,-1,scale_down,0.35264449050112173,146.2491336878795,low
1995-09-05 08:00:00,2907.5283,2375.6196,3684.083,1308.4634,1,-1,scale_down,0.484588053304652,172.81937948656972,low
1995-09-05 09:00:00,3486.7476,2877.1802,4327.6157,1450.4355,2,0,hold,0.2905622965252656,137.1435089559254,low
1995-09-05 10:00:00,3810.752,3122.7153,4718.603,1595.8877,2,0,hold,0.3175626627339531,140.84481785476544,low
1995-09-05 11:00:00,4076.2246,3400.8462,4962.9785,1562.1323,2,0,hold,0.3396853840862762,144.17366176138253,low
1995-09-05 12:00:00,4312.915,3710.9587,5194.427,1483.468,2,0,hold,0.35940958655859084,147.36973504098944,low
1995-09-05 13:00:00,4304.2026,3652.3474,5176.8145,1524.467,2,0,hold,0.35868355303000554,147.24824696280444,low
1995-09-05 14:00:00,4269.5776,3710.034,5078.0635,1368.0295,2,0,hold,0.3557981363635793,146.76833875551804,low
1995-09-05 15:00:00,4490.38,3946.679,5356.054,1409.3752,2,0,hold,0.3741983235365251,149.90868993359567,low
1995-09-05 16:00:00,4010.3315,3530.6538,4774.538,1243.8843,2,0,hold,0.3341942952195463,143.32229146805403,low
1995-09-05 17:00:00,3178.974,2758.0234,3859.5083,1101.4849,1,-1,scale_down,0.5298290200939868,184.27942459181924,low
1995-09-05 18:00:00,2635.9963,2284.271,3205.731,921.45996,1,-1,scale_down,0.4393327229085487,162.5715205732721,low
1995-09-05 19:00:00,2376.376,2057.3955,2906.5967,849.2012,1,-1,scale_down,0.3960626626944062,153.8886239222879,low
1995-09-05 20:00:00,2241.944,1897.967,2778.3699,880.40283,1,-1,scale_down,0.37365734857053623,149.8136472781785,low
1995-09-05 21:00:00,2277.8374,1911.0037,2805.742,894.7383,1,-1,scale_down,0.3796395669940184,150.87383512762605,low
1995-09-05 22:00:00,2278.551,1884.6304,2859.825,975.1946,1,-1,scale_down,0.37975850416847773,150.89511852918346,low
1995-09-05 23:00:00,2124.189,1722.752,2654.1763,931.4243,1,-1,scale_down,0.3540314940816197,146.47680173500373,low
1995-09-06 00:00:00,1864.4414,1475.8215,2456.1812,980.3596,1,-1,scale_down,0.31074023432320996,139.87228575629513,low
1995-09-06 01:00:00,1532.3403,1115.0099,2102.217,987.20715,1,-1,scale_down,0.25539005529597664,132.90690485740052,low
1995-09-06 02:00:00,1366.0696,951.4415,1945.3473,993.90576,1,-1,scale_down,0.22767826330840776,130.02491737876872,low
1995-09-06 03:00:00,1258.2809,885.56104,1837.0957,951.53467,1,-1,scale_down,0.20971348059655817,128.3666444613386,low
1995-09-06 04:00:00,1163.2296,798.4519,1749.785,951.3331,1,-1,scale_down,0.19387160234399015,127.03889663038272,low
1995-09-06 05:00:00,1186.6423,852.1011,1773.7166,921.6155,1,-1,scale_down,0.19777372229776688,127.35434908416096,low
1995-09-06 06:00:00,1553.5144,1203.7996,2148.6843,944.88477,1,-1,scale_down,0.2589190673396593,133.3025292546652,low
1995-09-06 07:00:00,2294.49,1883.9921,2974.5981,1090.6061,1,-1,scale_down,0.38241499830866,151.37257493302158,low
1995-09-06 08:00:00,3106.4639,2578.6538,3944.5894,1365.9355,2,0,hold,0.258871988910719,133.2972085708776,low
1995-09-06 09:00:00,3652.3206,3032.7842,4538.574,1505.79,2,0,hold,0.3043600463613554,138.98568012251255,low
1995-09-06 10:00:00,4015.0032,3384.761,4943.4316,1558.6707,2,0,hold,0.33458359779112845,143.3821030932044,low
1995-09-06 11:00:00,4240.727,3603.0347,5147.246,1544.2114,2,0,hold,0.353393920868988,146.37201485730014,low
1995-09-06 12:00:00,4384.5703,3751.2349,5283.1763,1531.9414,2,0,hold,0.3653808593445516,148.380111168637,low
1995-09-06 13:00:00,4429.2275,3872.1484,5288.3477,1416.1992,2,0,hold,0.36910229489111646,149.01991846569916,low
1995-09-06 14:00:00,4444.129,3904.2427,5272.833,1368.5903,2,0,hold,0.37034407548997134,149.235143591883,low
1995-09-06 15:00:00,4642.84,4091.6694,5542.1533,1450.4839,2,0,hold,0.38690332028025803,152.18835279853587,low
1995-09-06 16:00:00,4161.3433,3642.5557,4950.501,1307.9453,2,0,hold,0.34677860511433095,145.29812870648314,low
1995-09-06 17:00:00,3315.3667,2952.79,3995.517,1042.727,2,0,hold,0.27628055824520575,135.34419336117963,low
1995-09-06 18:00:00,2611.652,2206.3071,3257.3657,1051.0586,1,-1,scale_down,0.4352753498623499,161.71135605176588,low
1995-09-06 19:00:00,2352.7083,1968.9009,2955.9756,987.0747,1,-1,scale_down,0.39211804192683447,153.15052140845535,low
1995-09-06 20:00:00,2276.338,1850.7628,2922.3345,1071.5717,1,-1,scale_down,0.37938964837426836,150.82913910888558,low
1995-09-06 21:00:00,2291.6218,1901.1663,2882.415,981.2488,1,-1,scale_down,0.38193697096498963,151.2863635034261,low
1995-09-06 22:00:00,2358.3865,1877.279,3058.2644,1180.9854,1,-1,scale_down,0.39306441236938505,153.3267944631179,low
1995-09-06 23:00:00,2190.0586,1759.6145,2873.5117,1113.8972,1,-1,scale_down,0.36500976556416503,148.31673734044784,low
1995-09-07 00:00:00,1791.9694,1209.883,2520.151,1310.2678,1,-1,scale_down,0.29866156000881683,138.2124290238483,low
1995-09-07 01:00:00,1452.406,907.35205,2193.5557,1286.2036,1,-1,scale_down,0.24206766760288453,131.47187157144435,low
1995-09-07 02:00:00,1286.5114,804.10095,2024.2013,1220.1003,1,-1,scale_down,0.21441855872077398,128.7851780407361,low
1995-09-07 03:00:00,1195.8693,672.2992,1976.6621,1304.3629,1,-1,scale_down,0.1993115437493335,127.48074316517253,low
1995-09-07 04:00:00,1115.995,670.16846,1846.8599,1176.6914,1,-1,scale_down,0.1859991658218647,126.42536110798041,low
1995-09-07 05:00:00,1163.1532,706.12964,1955.5016,1249.372,1,-1,scale_down,0.1938588663413881,127.03787937712511,low
1995-09-07 06:00:00,1525.2676,1042.4087,2345.7617,1303.353,1,-1,scale_down,0.2542112629784648,132.77620531258336,low
1995-09-07 07:00:00,2319.0793,1802.8529,3183.7063,1380.8534,1,-1,scale_down,0.3865132242194353,152.11699724937233,low
1995-09-07 08:00:00,3157.7761,2501.7305,4149.2676,1647.5371,2,0,hold,0.26314801023197726,133.78521509890308,low
1995-09-07 09:00:00,3760.338,3005.436,4859.1396,1853.7036,2,0,hold,0.3133614908593032,140.24294627275845,low
1995-09-07 10:00:00,4179.3267,3367.2817,5289.1484,1921.8667,2,0,hold,0.3482772216506644,145.53927148538304,low
1995-09-07 11:00:00,4376.452,3697.5557,5401.74,1704.1846,2,0,hold,0.36470434567273297,148.2646369894468,low
1995-09-07 12:00:00,4438.6553,3699.6099,5479.2305,1779.6206,2,0,hold,0.36988793942230097,149.15598539518385,low
1995-09-07 13:00:00,4393.87,3743.6016,5323.871,1580.2695,2,0,hold,0.36615584306844534,148.51270886511014,low
1995-09-07 14:00:00,4326.576,3647.662,5370.05,1722.3877,2,0,hold,0.360548014292871,147.56082323247995,low
1995-09-07 15:00:00,4454.492,3849.294,5423.9893,1574.6953,2,0,hold,0.3712076822607327,149.38533526612343,low
1995-09-07 16:00:00,3875.559,3271.7275,4791.203,1519.4756,2,0,hold,0.3229632568090239,141.63267386953987,low
1995-09-07 17:00:00,3119.7202,2591.131,3980.2148,1389.0837,2,0,hold,0.25997668454864775,133.42236455074308,low
1995-09-07 18:00:00,2571.9722,2153.501,3288.046,1134.5449,1,-1,scale_down,0.42866202792334795,160.32982887211767,low
1995-09-07 19:00:00,2301.6492,1919.6316,3020.663,1101.0315,1,-1,scale_down,0.38360819492304443,151.588330689401,low
1995-09-07 20:00:00,2208.152,1802.4865,2837.4849,1034.9984,1,-1,scale_down,0.3680253498735582,148.83396475836875,low
1995-09-07 21:00:00,2115.0862,1653.564,2840.6562,1187.0923,1,-1,scale_down,0.3525143635480184,146.22782917289493,low
1995-09-07 22:00:00,2226.757,1657.2954,3017.5566,1360.2612,1,-1,scale_down,0.3711261799511664,149.37114308725776,low
1995-09-07 23:00:00,2087.6135,1523.3748,2847.0298,1323.655,1,-1,scale_down,0.3479355875071149,145.48418922958277,low
